39,43
31,47
99,108
41,55
22,30
161,165
72,78
25,34
35,47
21,28
139,152
4,8
42,53
46,50
82,87
45,49
74,80
29,33
127,137
71,75
0,5
21,33
0,6
13,21
31,38
6,15
225,229
15,22
97,101
74,78
4,10
108,113
0,6
15,33
76,80
127,141
89,106
29,32
192,206
6,11
124,128
0,7
172,183
10,16
17,21
17,28
15,21
81,85
6,11
43,52
61,66
0,7
15,25
66,69
4,9
67,73
4,11
4,8
37,43
4,9
142,149
0,11
9,13
54,64
0,5
23,28
20,31
29,34
59,64
8,17
45,50
37,43
4,12
77,88
81,85
75,82
9,15
73,77
34,47
8,15
32,40
62,75
18,28
131,137
4,8
71,77
57,68
25,30
61,73
26,38
128,134
4,11
4,18
6,9
29,47
63,68
85,89
43,58
4,34
2,25
42,47
85,90
4,8
71,75
28,34
128,136
9,15
78,83
4,8
146,155
29,45
4,12
8,12
29,38
20,25
15,22
165,174
29,36
96,101
128,137
30,34
40,45
4,13
29,37
54,60
4,8
34,41
191,195
69,73
53,65
135,147
4,9
39,51
40,52
29,36
6,10
11,17
25,36
19,23
50,53
60,69
21,25
17,22
70,83
46,55
31,38
52,66
0,8
56,59
4,8
90,108
68,72
30,39
93,100
194,204
29,36
37,41
21,41
21,25
111,116
105,109
4,13
228,234
101,115
6,14
6,21
21,33
38,42
128,137
139,145
46,50
92,99
108,112
10,25
4,8
73,77
82,88
68,77
78,91
55,61
30,35
27,39
95,101
0,9
64,68
55,61
71,77
42,54
90,94
186,190
40,48
20,24
74,84
86,89
32,48
26,34
4,8
143,148
63,71
29,35
49,57
4,9
101,107
110,115
127,133
26,50
21,26
37,71
41,54
60,68
41,47
10,20
17,21
38,51
37,46
22,29
29,39
102,106
4,15
6,10
6,12
4,8
20,28
74,80
14,27
32,47
4,11
85,88
4,11
10,16
51,58
21,28
56,62
11,14
54,81
21,27
19,23
33,39
62,70
63,69
27,30
51,57
54,61
6,11
149,205
51,60
48,53
34,41
34,39
23,34
26,30
4,7
15,24
54,72
4,11
58,62
15,21
73,80
38,43
67,72
42,58
0,8
67,71
136,140
42,61
39,49
9,17
76,90
30,36
5,12
11,15
4,15
26,40
8,12
66,77
84,93
40,61
105,111
29,36
171,200
76,82
16,23
4,11
20,23
47,51
79,84
81,85
6,10
65,74
23,56
0,6
29,36
30,33
29,38
0,15
34,43
21,27
75,81
18,30
33,37
88,92
220,280
39,44
4,8
41,48
33,52
72,96
5,16
4,11
106,123
50,54
12,25
23,29
40,45
0,5
0,7
31,35
53,60
19,25
24,29
90,95
39,55
130,134
65,75
86,95
11,15
66,71
38,42
101,112
29,35
44,50
86,92
41,46
61,65
56,61
56,62
6,10
37,51
17,28
55,83
76,81
4,8
5,12
97,102
66,70
4,13
12,22
23,28
4,8
74,78
4,11
13,27
36,39
53,58
11,17
34,38
32,36
38,46
30,34
44,50
26,33
87,100
61,65
93,102
81,87
15,23
75,82
4,11
13,19
0,7
36,41
37,44
4,9
6,14
54,60
17,21
43,56
21,24
66,70
35,48
4,10
50,54
25,30
18,25
66,72
255,261
21,34
0,5
324,333
24,31
13,17
37,55
40,44
57,61
6,13
117,124
10,31
4,14
4,8
13,67
16,24
146,150
4,7
35,39
66,82
30,42
4,11
31,48
26,37
33,39
58,69
76,84
46,60
13,22
22,26
56,62
40,48
23,27
63,67
0,6
21,25
17,37
154,157
119,127
18,30
34,42
4,11
7,11
72,77
4,8
4,12
49,54
4,8
24,30
77,81
78,83
71,77
21,32
4,9
8,13
26,35
30,37
33,37
14,20
6,10
48,56
14,29
4,10
4,11
4,8
4,11
13,18
100,105
109,121
17,22
27,34
75,81
4,11
9,14
80,85
11,22
95,100
4,26
71,78
3,16
4,12
54,63
47,53
4,12
53,59
43,55
61,66
89,99
36,40
0,7
60,65
105,119
6,15
72,76
114,123
57,62
27,32
126,132
52,62
22,27
71,78
118,140
32,48
25,31
25,31
38,45
36,42
135,139
47,52
231,236
4,16
38,44
72,76
4,8
12,17
29,34
9,15
64,70
4,11
8,16
85,88
23,28
48,53
28,33
102,113
4,8
73,79
38,42
4,10
152,157
21,33
4,12
12,21
246,252
4,9
17,24
4,11
12,17
106,113
20,27
34,44
90,94
0,7
33,38
243,255
51,55
72,76
63,67
20,28
103,112
37,40
4,12
4,10
82,89
83,89
40,69
98,104
105,111
4,9
4,8
4,21
114,150
82,88
29,34
67,86
91,95
15,22
117,123
21,28
108,118
18,23
40,47
54,61
157,162
4,8
8,25
49,53
82,86
11,16
4,21
5,10
101,111
163,170
30,35
80,113
78,81
25,34
112,119
38,42
13,19
90,99
64,69
15,41
63,68
90,97
91,95
47,52
4,11
30,36
0,10
109,136
170,175
99,116
24,31
22,26
32,39
123,129
14,18
4,8
36,41
22,27
221,228
39,43
18,23
36,49
28,37
33,43
72,78
217,222
118,126
49,54
102,112
54,69
115,126
31,38
80,90
48,59
42,58
103,114
58,65
78,82
37,43
69,76
32,38
136,152
98,107
86,94
43,49
0,6
8,19
45,51
34,40
4,10
0,5
15,22
23,27
4,13
23,30
26,33
66,77
6,14
4,7
60,65
19,30
31,37
72,77
22,29
23,33
97,116
24,40
10,23
40,49
34,41
77,81
125,134
173,183
5,25
134,138
28,32
77,84
31,35
53,60
4,11
38,47
0,5
85,89
106,117
49,53
4,11
82,96
35,42
18,34
12,16
27,34
63,77
58,69
4,9
68,72
16,22
21,29
4,8
141,145
11,18
23,34
52,63
21,27
68,72
159,165
70,76
42,47
120,131
47,52
8,13
5,10
45,49
15,20
48,59
4,11
132,139
21,25
27,31
39,43
64,69
54,59
28,33
5,10
33,42
26,31
32,38
19,24
4,8
100,118
12,26
64,70
73,80
143,147
135,154
54,62
80,86
16,25
44,49
18,25
34,57
9,14
75,80
26,32
27,30
61,67
32,47
41,47
50,57
61,65
4,8
23,29
46,52
4,10
26,37
30,37
53,59
76,90
77,89
289,294
25,31
75,82
46,59
8,14
0,5
60,65
102,119
4,17
50,64
37,44
4,28
4,8
57,66
4,11
78,82
29,36
9,13
42,48
233,241
14,19
0,23
8,13
29,38
67,71
44,49
25,30
92,99
0,7
61,67
134,139
12,22
29,45
42,46
67,72
4,8
108,112
0,8
46,54
5,12
4,13
32,39
49,53
94,109
62,69
54,75
16,20
41,47
51,54
70,74
4,10
121,127
88,101
21,26
130,136
76,83
8,11
51,62
66,70
6,13
8,15
51,57
40,44
71,76
25,29
55,66
77,80
48,55
6,15
82,88
38,43
4,11
39,44
27,36
26,32
65,70
28,37
31,45
51,72
98,103
4,15
211,216
54,63
30,40
16,20
95,99
78,85
16,20
4,15
31,36
51,55
71,78
4,11
107,111
50,55
50,60
56,62
53,63
10,16
33,54
0,6
11,25
85,91
4,8
38,48
8,13
4,10
