39,43
31,47
41,55
72,78
99,108
21,28
42,53
45,49
127,137
22,30
25,34
139,152
21,33
161,165
31,38
15,22
4,10
46,50
15,33
35,47
89,106
6,11
172,183
4,8
17,28
6,11
82,87
0,7
74,80
4,9
4,8
142,149
54,64
71,75
20,31
8,17
4,12
75,82
34,47
62,75
0,6
4,8
6,15
97,101
25,30
128,134
6,9
29,33
85,89
2,25
108,113
4,8
76,80
0,5
13,21
128,136
4,8
225,229
4,12
20,25
74,78
29,36
0,6
127,141
29,32
192,206
30,34
124,128
29,37
34,41
53,65
39,51
6,10
19,23
10,16
21,25
0,7
46,55
0,8
17,21
90,108
93,100
37,41
15,21
111,116
228,234
6,21
43,52
15,25
128,137
92,99
67,73
4,8
37,43
68,77
30,35
0,11
0,9
71,77
186,190
74,84
26,34
81,85
63,71
0,5
4,9
127,133
29,34
45,50
37,71
41,47
38,51
29,39
6,10
77,88
9,15
61,66
20,28
32,47
4,11
21,28
54,81
66,69
33,39
8,15
4,11
27,30
6,11
4,9
48,53
18,28
71,77
23,34
61,73
15,24
9,13
58,62
38,43
0,8
42,61
76,90
11,15
8,12
23,28
59,64
4,11
29,47
37,43
40,61
171,200
81,85
4,11
79,84
73,77
32,40
131,137
65,74
57,68
29,36
26,38
0,15
4,18
63,68
4,34
75,81
88,92
43,58
85,90
4,8
72,96
106,123
23,29
0,7
42,47
19,25
39,55
86,95
38,42
28,34
78,83
71,75
44,50
61,65
6,10
55,83
5,12
4,13
4,8
13,27
9,15
146,155
29,45
11,17
29,38
38,46
8,12
26,33
93,102
165,174
128,137
15,22
4,13
75,82
0,7
4,9
17,21
66,70
50,54
66,72
96,101
40,45
0,5
13,17
57,61
10,31
13,67
54,60
4,8
4,7
69,73
191,195
30,42
26,37
76,84
22,26
23,27
21,25
119,127
4,11
4,8
4,8
4,9
135,147
78,83
4,9
40,52
30,37
6,10
4,10
4,11
29,36
109,121
75,81
80,85
25,36
4,26
60,69
11,17
4,12
70,83
4,12
61,66
0,7
50,53
6,15
57,62
52,66
4,8
52,62
118,140
25,31
135,139
4,16
4,8
9,15
8,16
48,53
17,22
4,8
4,10
4,12
31,38
30,39
4,9
12,17
29,36
21,25
34,44
33,38
72,76
4,13
6,14
103,112
4,10
40,69
38,42
4,9
114,150
46,50
10,25
82,88
67,86
117,123
55,61
18,23
157,162
49,53
4,21
56,59
95,101
163,170
78,81
38,42
68,72
64,69
55,61
90,94
20,24
90,97
4,11
194,204
109,136
32,48
24,31
123,129
36,41
21,41
39,43
28,37
143,148
217,222
102,112
49,57
110,115
31,38
42,58
21,26
60,68
78,82
32,38
86,94
105,109
8,19
17,21
4,10
23,27
26,33
22,29
4,7
4,15
4,8
31,37
14,27
85,88
23,33
101,115
10,23
51,58
77,81
5,25
11,14
19,23
77,84
21,33
63,69
4,11
139,145
85,89
108,112
4,11
54,61
18,34
51,60
73,77
34,39
63,77
68,72
4,8
78,91
23,34
68,72
4,7
42,47
27,39
4,11
73,80
8,13
15,20
64,68
132,139
42,54
40,48
86,89
39,43
28,33
26,31
4,8
42,58
4,8
29,35
101,107
64,70
135,154
16,25
34,57
26,32
136,140
32,47
26,50
9,17
41,54
10,20
61,65
37,46
5,12
102,106
26,40
46,52
30,37
77,89
6,12
74,80
4,11
10,16
56,62
75,82
21,27
0,5
62,70
51,57
4,17
4,28
4,11
9,13
14,19
29,38
25,30
61,67
29,45
4,8
84,93
46,54
32,39
62,69
41,47
4,10
21,26
8,11
6,13
40,44
55,66
6,15
4,11
26,32
31,45
4,15
30,40
149,205
78,85
31,36
4,11
29,36
34,41
50,60
10,16
11,25
16,23
26,30
47,51
38,48
42,50
27,31
6,10
31,37
45,60
54,72
15,21
4,8
118,142
4,8
51,55
0,6
4,11
50,55
57,62
29,38
49,64
59,64
67,72
70,75
11,17
103,115
5,15
67,72
21,27
67,71
39,49
229,238
33,37
4,8
39,44
26,41
33,52
60,75
102,107
0,5
47,53
30,36
6,14
20,27
4,11
12,25
9,32
85,89
101,107
22,33
50,56
0,4
4,15
0,5
53,60
6,13
4,10
66,77
70,84
42,52
45,50
47,54
10,16
105,111
90,95
26,32
4,11
48,55
115,150
4,9
65,75
0,7
10,15
20,27
30,40
80,101
46,61
76,82
6,12
4,14
121,128
4,15
66,71
29,35
101,119
20,23
16,28
15,25
4,9
28,32
18,25
17,32
24,29
41,46
56,62
51,58
81,85
152,162
23,56
4,11
30,33
45,60
113,127
17,34
34,43
72,93
17,28
4,8
18,30
51,55
8,28
97,112
4,8
28,39
48,56
4,8
64,68
66,70
18,30
23,28
220,280
80,88
19,37
31,40
0,17
13,24
31,39
99,113
44,55
21,45
43,53
64,72
4,11
53,58
20,29
5,17
41,48
5,16
50,54
0,7
13,20
78,82
9,17
16,30
42,49
40,45
31,35
9,24
24,29
80,84
32,36
44,50
81,87
91,98
61,65
130,134
18,32
61,76
79,85
11,15
21,25
91,101
76,83
34,38
20,24
12,18
101,112
15,23
13,19
86,92
56,61
37,51
76,81
56,62
93,97
110,116
37,44
10,29
5,14
8,12
4,9
54,60
21,24
4,10
42,52
97,102
69,73
96,113
18,25
19,26
32,41
55,59
33,41
15,23
21,34
12,22
24,31
113,121
83,101
74,78
18,34
53,57
38,45
36,39
20,52
68,73
88,95
40,44
117,124
4,8
34,38
76,82
146,150
28,35
46,53
11,21
61,65
4,11
30,34
63,68
90,102
66,82
87,100
53,62
30,34
81,87
31,48
4,11
36,41
58,69
57,72
6,14
13,22
40,48
0,19
0,6
41,48
43,56
4,7
4,9
154,157
4,8
72,77
34,42
77,84
72,77
35,48
84,91
25,30
5,10
4,24
48,67
65,74
4,8
25,34
8,18
4,12
126,138
112,117
49,54
255,261
4,9
77,81
324,333
21,32
26,35
6,18
14,20
4,14
29,34
4,9
24,36
14,29
27,34
64,75
37,55
6,13
4,9
65,74
4,8
101,105
35,42
58,64
62,67
29,34
25,31
19,24
68,74
39,45
31,37
100,105
16,20
53,58
4,14
27,34
31,33
18,30
16,24
6,20
35,39
4,11
33,39
9,14
24,28
4,8
95,100
3,16
73,77
20,27
46,60
33,39
18,23
47,53
43,55
36,40
56,62
63,67
4,12
105,119
35,43
6,15
24,28
57,61
141,150
58,64
17,37
42,50
13,19
13,18
114,123
126,132
71,78
18,30
5,9
9,26
25,31
50,54
33,38
40,46
0,7
0,7
36,42
35,40
46,58
231,236
7,11
40,53
4,12
96,102
186,189
28,33
24,30
72,76
35,42
68,80
71,77
29,34
4,11
0,12
80,88
25,29
4,8
15,29
23,28
102,113
49,53
67,72
4,8
38,42
0,7
21,27
22,26
50,55
21,33
246,252
4,11
30,34
20,27
53,57
30,37
0,7
51,55
49,54
8,13
117,124
33,37
48,56
