12,16
79,91
37,45
19,22
21,29
142,150
34,46
28,44
3,20
4,11
17,45
18,30
8,13
11,20
138,143
9,24
42,51
48,66
9,14
12,20
44,54
22,38
31,51
27,31
84,96
27,35
47,75
4,13
0,10
19,25
40,49
27,42
39,46
29,35
20,29
25,28
30,50
60,76
78,88
43,48
142,162
36,39
0,4
83,99
71,78
5,10
62,69
38,44
35,43
5,17
49,56
4,12
71,78
28,36
31,40
61,68
48,56
28,38
45,62
39,43
59,65
46,53
43,46
19,26
60,68
19,26
26,38
111,119
4,16
11,17
46,52
95,106
218,228
17,22
14,26
73,94
37,45
103,109
8,11
15,21
49,55
8,26
6,18
23,31
12,17
106,117
167,172
42,45
126,134
106,114
4,12
114,125
68,72
18,23
43,52
49,56
110,125
31,54
66,70
17,23
16,24
102,116
104,111
29,40
135,143
10,21
80,88
58,71
80,96
70,74
141,145
3,8
4,20
101,111
4,13
13,21
116,123
20,34
111,122
0,7
3,7
12,20
24,41
27,33
31,36
78,82
59,66
16,35
31,36
37,44
41,56
93,99
4,9
142,148
23,30
40,45
25,32
20,26
88,95
133,143
34,52
30,42
75,85
5,23
71,79
59,64
11,22
14,19
5,11
48,53
73,76
37,44
44,52
4,12
140,170
62,69
145,150
65,75
0,13
26,31
38,55
132,140
16,19
49,63
0,4
44,54
10,19
22,26
6,9
34,43
74,83
53,67
58,70
94,100
147,151
53,66
131,147
27,32
98,112
45,54
144,148
73,95
61,69
36,54
67,72
27,48
56,64
99,111
26,34
98,102
4,12
72,82
99,115
95,108
43,50
24,34
47,52
26,35
75,83
76,84
4,14
29,34
26,32
48,55
16,18
41,64
22,35
24,37
45,47
4,14
46,56
80,86
145,159
24,31
81,90
16,22
13,31
68,73
42,51
24,26
80,86
4,6
58,65
96,110
277,280
10,17
27,35
68,73
16,31
125,131
46,53
43,59
32,48
21,27
44,59
23,37
74,81
10,15
75,78
62,70
34,48
89,98
33,43
6,13
64,67
8,12
10,15
78,85
26,34
4,9
33,41
4,13
4,35
151,159
8,19
88,93
80,86
7,12
28,34
93,101
72,80
18,23
34,55
41,52
14,21
3,24
149,156
29,41
90,96
30,33
36,44
10,30
31,56
50,66
56,65
15,19
21,26
22,27
47,56
33,44
86,94
146,154
23,39
112,123
94,102
57,63
88,99
4,9
5,13
87,95
0,12
56,62
24,32
98,105
85,90
44,56
16,25
21,28
66,88
44,48
132,155
79,99
82,88
52,56
18,31
30,37
30,49
63,80
5,16
12,15
74,78
4,16
20,28
22,29
70,77
63,76
0,12
25,29
32,48
16,28
56,68
4,12
16,43
51,67
22,33
4,21
21,35
12,18
65,77
44,60
240,254
118,138
125,136
46,70
55,78
54,65
14,17
69,76
60,64
63,70
21,27
186,221
27,41
46,56
113,120
36,43
76,92
16,22
46,55
0,10
55,75
18,52
36,45
143,150
62,72
73,87
16,25
12,27
21,30
30,41
63,79
4,12
4,10
4,16
39,56
27,41
4,10
3,10
8,19
28,42
51,74
23,30
18,24
65,79
38,54
4,6
30,35
27,33
82,90
65,77
4,16
44,52
22,36
95,106
8,13
17,22
30,38
67,80
63,71
16,27
76,88
13,31
93,105
63,75
